overhead,containment,similarity
0.0,0.9837962962962963,0.9433962264150944
0.05,0.9884259259259259,0.9467849223946785
0.1,0.9918981481481481,0.9438325991189427
0.15,0.9930555555555556,0.910828025477707
0.2,0.9965277777777778,0.8408203125
0.25,0.9965277777777778,0.8408203125
